Gene	Annotation	Mean Probe Intensity Ev2L168	Median Probe Intensity Ev2L168	Bright Segment Length Dependent Score Ev2L168	Bright Probe Fraction Ev2L168	Mean Bright Probe Intensity Ev2L168	Median Bright Probe Intensity Ev2L168	Mean Probe Intensity Ev2L545	Median Probe Intensity Ev2L545	Bright Segment Length Dependent Score Ev2L545	Bright Probe Fraction Ev2L545	Mean Bright Probe Intensity Ev2L545	Median Bright Probe Intensity Ev2L545	 Ev2L545 / Ev2L168 Median	 Ev2L545 / Ev2L168  Median Absolute Deviation	Mean Probe Intensity Ev2L601	Median Probe Intensity Ev2L601	Bright Segment Length Dependent Score Ev2L601	Bright Probe Fraction Ev2L601	Mean Bright Probe Intensity Ev2L601	Median Bright Probe Intensity Ev2L601	 Ev2L601 / Ev2L168 Median	 Ev2L601 / Ev2L168  Median Absolute Deviation	Mean Probe Intensity Ev2L911	Median Probe Intensity Ev2L911	Bright Segment Length Dependent Score Ev2L911	Bright Probe Fraction Ev2L911	Mean Bright Probe Intensity Ev2L911	Median Bright Probe Intensity Ev2L911	 Ev2L911 / Ev2L168 Median	 Ev2L911 / Ev2L168  Median Absolute Deviation	Mean Probe Intensity Ev2L981	Median Probe Intensity Ev2L981	Bright Segment Length Dependent Score Ev2L981	Bright Probe Fraction Ev2L981	Mean Bright Probe Intensity Ev2L981	Median Bright Probe Intensity Ev2L981	 Ev2L981 / Ev2L168 Median	 Ev2L981 / Ev2L168  Median Absolute Deviation	Mean Probe Intensity Ev2L1281	Median Probe Intensity Ev2L1281	Bright Segment Length Dependent Score Ev2L1281	Bright Probe Fraction Ev2L1281	Mean Bright Probe Intensity Ev2L1281	Median Bright Probe Intensity Ev2L1281	 Ev2L1281 / Ev2L168 Median	 Ev2L1281 / Ev2L168  Median Absolute Deviation	Mean Probe Intensity Ev2L1347	Median Probe Intensity Ev2L1347	Bright Segment Length Dependent Score Ev2L1347	Bright Probe Fraction Ev2L1347	Mean Bright Probe Intensity Ev2L1347	Median Bright Probe Intensity Ev2L1347	 Ev2L1347 / Ev2L168 Median	 Ev2L1347 / Ev2L168  Median Absolute Deviation	Mean Probe Intensity Ev2L1731	Median Probe Intensity Ev2L1731	Bright Segment Length Dependent Score Ev2L1731	Bright Probe Fraction Ev2L1731	Mean Bright Probe Intensity Ev2L1731	Median Bright Probe Intensity Ev2L1731	 Ev2L1731 / Ev2L168 Median	 Ev2L1731 / Ev2L168  Median Absolute Deviation
ABQ16703.1	ABQ16703.1 reductive dehalogenase [Dehalococcoides sp. BAV1].	304.11	227	12	0.2	697.85	366.5	849.2789135	700.5305592	2500	1	849.2789135	700.5305592	1.106141436	0.288590473	962.8968439	774.2953775	2500	1	962.8968439	774.2953775	1.201304769	0.408761734	451.3028308	304.0125484	65	0.54	636.3516663	368.3959406	0.262188642	0.274225854	234.1833702	122.3940838	2	0.04	2776.974095	2776.974095	-0.597891155	0.16692176	692.2702445	571.0352279	2500	1	692.2702445	571.0352279	0.927465265	0.313652334	158.187488	93.88298385	1	0.02	2530.642533	2530.642533	-0.804541121	0.135058006	169.9375331	87.25775965	4	0.08	938.8548037	537.5981383	-0.909161802	0.271167951
ABQ16695.1	ABQ16695.1 reductive dehalogenase [Dehalococcoides sp. BAV1].	499.6470588	396	429	0.764705882	588.8076923	446	2111.59543	1619.819597	2601	1	2111.59543	1619.819597	1.453946498	0.209176707	2143.427318	1770.875561	2601	1	2143.427318	1770.875561	1.448117532	0.248187577	802.9705051	587.7751581	854	0.941176471	841.8080251	615.3685771	0.460957168	0.161109291	278.6187704	225.9620091	20	0.196078431	595.8788165	428.2979095	-0.556755703	0.287016124	2629.029283	1538.65267	2601	1	2629.029283	1538.65267	1.31928331	0.302187877	246.382541	148.6118444	16	0.156862745	795.5678638	452.337491	-0.977926012	0.278987019	193.552679	112.9000931	11	0.098039216	871.6771294	494.2952583	-1.116018941	0.41459749
ABB89703.1	ABB89703.1 trichloroethene reductive dehalogenase [Dehalococcoides sp. FMC-TCE].	6213.781818	5264	866	0.945454545	6559.403846	5383.5	6387.784432	5258.967829	3025	1	6387.784432	5258.967829	-0.066697178	0.34653606	6786.187221	5625.67093	3025	1	6786.187221	5625.67093	-0.028473483	0.359899565	6165.512836	5081.967712	3025	1	6165.512836	5081.967712	-0.141038212	0.3527547	5007.059084	4166.630228	3025	1	5007.059084	4166.630228	-0.399917679	0.31566911	5515.737779	4622.597163	3025	1	5515.737779	4622.597163	-0.28172128	0.378283238	5059.864757	3966.798342	3025	1	5059.864757	3966.798342	-0.404539935	0.445448386	3588.309925	2763.666352	3025	1	3588.309925	2763.666352	-0.856980148	0.348092782
ABA64547.1	ABA64547.1 reductive dehalogenase protein [Dehalococcoides sp. KB1].	1058.530612	360	172	0.653061224	1501.8125	532.25	1611.45394	1119.99882	2401	1	1611.45394	1119.99882	0.987542846	0.284336039	1853.447892	1309.635978	2401	1	1853.447892	1309.635978	1.18245886	0.239386976	972.1563088	636.2113951	1310	0.93877551	1022.793656	708.5198145	0.4358567	0.344854317	463.3554993	213.7017088	38	0.326530612	1064.143413	699.2514207	-0.556797563	0.214950917	2076.042813	1414.211827	2401	1	2076.042813	1414.211827	1.253002035	0.377219452	594.5426543	187.2173414	40	0.326530612	1505.877251	648.9457726	-0.624094113	0.425195802	511.0098329	155.6982688	32	0.326530612	1299.099411	458.1730232	-0.839403783	0.473423414
ABA64539.1	ABA64539.1 reductive dehalogenase protein [Dehalococcoides sp. KB1].	560.90625	369.25	192	0.625	785.75	579	1780.208907	1326.128558	2304	1	1780.208907	1326.128558	1.148918331	0.423650749	1901.048778	1387.603963	2304	1	1901.048778	1387.603963	1.228524512	0.412116729	964.7378138	636.2429367	697	0.895833333	1053.662508	726.7627847	0.444458231	0.390963361	481.1909654	272.7252856	78	0.416666667	884.5280956	407.0338421	-0.425616731	0.352242542	2287.379916	1340.460538	2304	1	2287.379916	1340.460538	1.204432069	0.330820519	589.8311581	208.074251	31	0.3125	1537.265402	502.6750483	-0.634863854	0.376383369	639.8511894	203.5900294	32	0.291666667	1818.34212	620.1309976	-0.667773491	0.52595331
AAW40589.1	"AAW40589.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	9990.176471	9151	1300	0.980392157	10188.88	9223.5	13860.51245	12490.31758	2601	1	13860.51245	12490.31758	0.218724807	0.339292418	13130.27184	12149.99419	2601	1	13130.27184	12149.99419	0.127775545	0.297913165	12723.73408	12040.74743	2601	1	12723.73408	12040.74743	0.116641622	0.407719648	12547.83732	11521.16704	2601	1	12547.83732	11521.16704	0.182063362	0.341684545	13389.57999	12435.56004	2601	1	13389.57999	12435.56004	0.14728394	0.335438895	13312.36762	11990.15824	2601	1	13312.36762	11990.15824	0.192990061	0.413145316	16017.22627	13822.33451	2601	1	16017.22627	13822.33451	0.410250564	0.300190864
AAW40575.1	"AAW40575.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	10312.55556	10152	1066	0.977777778	10545.77273	10593.25	11331.53675	10994.282	2025	1	11331.53675	10994.282	-0.032269003	0.279685809	9980.375442	8806.410828	2025	1	9980.375442	8806.410828	-0.142555773	0.290990738	10432.89276	9621.146496	2025	1	10432.89276	9621.146496	-0.107511866	0.299964793	9839.687776	9358.269084	2025	1	9839.687776	9358.269084	-0.140172696	0.275462156	15324.63513	10109.85946	2025	1	15324.63513	10109.85946	-0.04841585	0.3151984	12127.42642	9205.5765	2025	1	12127.42642	9205.5765	-0.123233868	0.425615725	16304.64268	15489.31078	2025	1	16304.64268	15489.31078	0.391840013	0.215505626
AAW39843.1	"AAW39843.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	18385.32353	16777.5	917	0.960784314	19133.52041	17452.5	23090.27673	21862.719	1258	0.980392157	23551.11395	22088.02824	0.093018468	0.188040579	33814.50531	34479.16399	1258	0.980392157	34489.84505	34703.71706	0.532382173	0.228172199	35625.66857	40689.35056	1258	0.980392157	36337.23538	41679.68382	0.643288579	0.350333411	17242.04942	17636.8099	1258	0.980392157	17585.78963	17667.43922	-0.120314658	0.271641711	29741.78782	28493.51618	1258	0.980392157	30335.67864	28971.87102	0.3847172	0.214859364	9160.305774	5634.090132	971	0.960784314	9528.375045	5719.370185	-1.105334366	0.430210111	2128.200627	1700.526086	950	0.941176471	2252.971248	1840.496308	-2.310513631	0.289245163
AAW39605.1	"AAW39605.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	8727.783019	8385.5	1370	0.981132075	8894.528846	8386.75	9366.340843	8278.179703	2809	1	9366.340843	8278.179703	-0.06859127	0.21307488	9197.282428	7665.642055	2809	1	9197.282428	7665.642055	-0.072596777	0.205268631	9273.33509	8306.033759	2410	0.981132075	9451.126388	8319.798761	-0.038082899	0.192316951	9242.704817	8067.247442	2809	1	9242.704817	8067.247442	-0.034436059	0.231187152	9282.259386	7974.103506	2809	1	9282.259386	7974.103506	-0.068583848	0.272403409	8034.075732	6395.609171	2809	1	8034.075732	6395.609171	-0.25462336	0.300866603	10714.01477	9426.013892	2809	1	10714.01477	9426.013892	0.120083536	0.21523552
AAW39256.1	"AAW39256.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	276.1276596	133	24	0.255319149	722.2083333	356	243.571109	121.7511	7	0.106382979	1193.052053	650.0157986	-0.07581356	0.431340442	266.0731578	127.0812123	8	0.127659574	1176.414892	613.7988177	-0.007409363	0.449340561	1109.310433	937.9308515	1037	0.957446809	1156.105933	975.9299475	1.645198291	0.828261437	835.4957032	685.6654904	619	0.914893617	898.1562245	715.6284194	1.376886105	0.48020032	393.7074923	209.5723973	20	0.255319149	997.1973687	493.0396609	0.460973912	0.698586756	305.5032223	116.6057803	18	0.212765957	1037.936833	531.0334342	-0.233879258	0.424537975	297.4448305	100.0945808	21	0.234042553	961.7675767	480.1466824	-0.245407808	0.460473578
AAW39240.1	"AAW39240.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	3192.183673	2684	2304	0.979591837	3255.802083	2700.5	5643.914127	4679.048078	2401	1	5643.914127	4679.048078	0.703005482	0.385551551	6492.61277	5559.468328	2401	1	6492.61277	5559.468328	0.874431448	0.473631375	7410.137972	7040.567246	2120	0.979591837	7563.939866	7071.033808	0.934725632	0.280121439	4141.945358	3389.067042	2209	0.959183673	4309.970736	3392.50599	0.209551206	0.262256319	5882.369247	5248.852206	2401	1	5882.369247	5248.852206	0.790501975	0.436525076	2937.217256	1436.578804	446	0.693877551	4177.068026	1930.324002	-0.699822608	0.569098714	3255.747191	2377.385216	450	0.734693878	4365.940656	3179.619946	-0.192372089	0.606985446
AAW39229.1	"AAW39229.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	9916.622449	9193	1045	0.959183673	10336.11702	9504	10726.64061	8560.479234	2401	1	10726.64061	8560.479234	-0.060590245	0.268477616	10925.54947	8574.147524	2401	1	10925.54947	8574.147524	-0.017747192	0.301377202	9653.538376	8113.866346	2401	1	9653.538376	8113.866346	-0.177823847	0.288110849	9061.404363	7800.143983	2401	1	9061.404363	7800.143983	-0.181784432	0.296969373	11143.3239	9055.986459	2401	1	11143.3239	9055.986459	-0.021656355	0.291587533	10968.62552	9126.598929	2401	1	10968.62552	9126.598929	0.035043814	0.423275119	14606.55525	10842.53904	2401	1	14606.55525	10842.53904	0.239215488	0.347653293
AAW39214.1	"AAW39214.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	9001.08	8650.5	1681	0.98	9180.938776	8653.5	10679.30661	8993.788237	2500	1	10679.30661	8993.788237	0.072583899	0.298406731	11699.35006	10502.8196	2500	1	11699.35006	10502.8196	0.188591134	0.219813889	9441.017055	8015.809442	2500	1	9441.017055	8015.809442	-0.052395516	0.333231816	9166.529822	7832.884716	2500	1	9166.529822	7832.884716	-0.093080277	0.2739297	10955.68563	9528.449264	2500	1	10955.68563	9528.449264	0.118355734	0.329078476	12897.79978	9144.902986	2500	1	12897.79978	9144.902986	0.062122105	0.368830644	9054.773291	6395.873705	2500	1	9054.773291	6395.873705	-0.202972198	0.311015678
AAT48556.1	AAT48556.1 putative reductive dehalogenase [Dehalococcoides sp. BAV1].	11894.92708	10578.5	1290	0.958333333	12409.53261	10927.25	13579.42003	12515.07771	2304	1	13579.42003	12515.07771	0.082937344	0.259807587	15269.02081	14012.83568	2304	1	15269.02081	14012.83568	0.201623018	0.228707198	25353.3435	23715.32378	2304	1	25353.3435	23715.32378	0.717289139	0.280455085	15795.68662	14132.63723	2304	1	15795.68662	14132.63723	0.219853903	0.248829793	14009.8788	12374.70441	2304	1	14009.8788	12374.70441	0.113170526	0.259173521	12288.83714	11542.63204	2304	1	12288.83714	11542.63204	-0.085265664	0.26055388	17905.6444	15011.086	2304	1	17905.6444	15011.086	0.347956207	0.31236663
AAT48554.1	AAT48554.1 putative reductive dehalogenase [Dehalococcoides sp. BAV1].	484.1808511	303	132	0.553191489	729.2115385	450.75	816.5988406	604.6258623	1012	0.893617021	886.9534486	720.2677107	0.647560095	0.163457572	1083.355471	885.1514721	1186	0.978723404	1102.689425	900.38826	0.94602283	0.239163867	2921.219884	2549.118138	1300	0.978723404	2979.977885	2599.006651	2.020439826	0.566236279	439.9443594	383.2465014	160	0.638297872	580.8827163	467.7402756	0.083956962	0.376440049	708.0966633	439.782037	424	0.808510638	825.7574721	527.4454884	0.296744412	0.309509674	284.8597131	150.2723998	11	0.14893617	1111.064872	326.0809963	-0.709951685	0.314759169	232.1357403	117.7959373	4	0.085106383	1449.343896	1432.409525	-0.974452532	0.386150297
AAT48548.1	AAT48548.1 putative reductive dehalogenase [Dehalococcoides sp. BAV1].	13925.91304	13540.25	1557	0.97826087	14234.13333	13559	17777.16345	15967.99682	2116	1	17777.16345	15967.99682	0.197824897	0.311218669	17029.72796	15698.85151	2116	1	17029.72796	15698.85151	0.11035254	0.275505432	26690.339	25876.8541	2116	1	26690.339	25876.8541	0.567605012	0.239886783	21160.42784	20025.44521	2116	1	21160.42784	20025.44521	0.335209984	0.245599585	16891.32408	15002.03825	2116	1	16891.32408	15002.03825	0.124388378	0.263652615	16109.24124	13830.82641	2116	1	16109.24124	13830.82641	-0.013905245	0.29698766	24603.77768	20650.47628	2116	1	24603.77768	20650.47628	0.493608862	0.385641516
AAR24312.1	AAR24312.1 reductive dehalogenase homologous protein RdhA9 [Dehalococcoides sp. CBDB1].	840.2959184	332	153	0.632653061	1226.048387	514	1575.26661	1189.821295	1394	0.979591837	1606.017145	1208.760555	1.197840128	0.362443215	1648.38159	1304.911871	1394	0.979591837	1680.657346	1324.85366	1.284685057	0.341065401	781.0067646	597.7065769	451	0.918367347	837.7866533	640.8864419	0.452707015	0.304095754	481.4722709	252.4835358	66	0.408163265	920.9515044	393.3603776	-0.403199798	0.367423269	1730.743605	1200.773349	1394	0.979591837	1764.988203	1212.399599	1.233846896	0.429549837	796.2626445	154.221292	40	0.285714286	2440.218695	421.2866083	-0.753538465	0.398607109	372.0666185	137.0486698	36	0.244897959	1107.797676	496.7956118	-0.782856524	0.335261676
AAQ94119.1	AAQ94119.1 vinyl chloride reductase precursor [bacterium VS].	604.7019231	350	132	0.615384615	839.234375	457.5	913.530513	703.7494749	2313	0.980769231	927.626745	703.827713	0.634183098	0.215207685	1707.091039	1403.587196	2704	1	1707.091039	1403.587196	1.402658759	0.287403163	779.1713122	706.973652	1703	0.942307692	819.7145549	728.2950671	0.65769229	0.257397045	358.9246435	157.0001279	19	0.173076923	1368.117784	485.6828928	-0.771415499	0.322130213	1096.87688	793.2600987	2313	0.980769231	1113.993244	807.1549812	0.792979187	0.25160404	305.0098272	100.9314002	19	0.173076923	1272.220236	573.9674073	-1.095984152	0.239529408	273.4172353	94.22983324	16	0.153846154	1239.660732	605.89306	-1.140552131	0.355427374
AAO60101.1	AAO60101.1 tetrachloroethene reductive dehalogenase precursor [Desulfitobacterium sp. PCE-S].	1161.954545	1080	803	0.927272727	1245.637255	1126	999.9088288	939.7141674	1469	0.927272727	1064.112154	1007.000471	-0.192761497	0.264996409	774.1768802	691.3857018	595	0.854545455	871.5394346	820.2668739	-0.474556105	0.244695682	692.2809042	646.3202314	595	0.854545455	778.7321634	681.077666	-0.574618205	0.315231465	2123.357532	1918.225511	2340	0.981818182	2161.821481	1919.236614	0.567006518	0.367609345	303.4598479	279.3793175	84	0.472727273	445.4984257	410.0508059	-1.427574659	0.308616588	2639.490134	2259.299219	2340	0.981818182	2687.569314	2289.802871	0.686350825	0.37455423	992.7304106	854.0603363	1561	0.963636364	1025.81443	857.6534676	-0.189855729	0.350709372
AAF73916.1	AAF73916.1 trichloroethene reductive dehalogenase [Dehalococcoides ethenogenes].	5003.918182	4814	705	0.927272727	5389.441176	5506	4852.165072	4913.751076	974	0.945454545	5128.513353	4941.330841	-0.124378674	0.206155055	5132.304236	5092.499509	974	0.945454545	5423.606694	5233.149883	-0.061912178	0.227705514	4708.815905	4601.534226	974	0.945454545	4976.254587	4844.288355	-0.18505729	0.203205279	3700.233296	3741.49214	974	0.945454545	3910.309809	3789.982633	-0.387976706	0.232388211	4156.012679	3938.743477	974	0.945454545	4391.52855	4128.263093	-0.271116155	0.274093959	3774.126721	3435.05339	894	0.909090909	4137.896839	3677.467398	-0.450291001	0.383885152	2621.405377	2235.518516	974	0.945454545	2769.996593	2277.477609	-0.791487362	0.45723557
2107932531	">2107932531 DHTCA2\_00298570 reductive dehalogenase 10592..12247(-) [Groundwater dechlorinating microbial community from Kitchener, Ontario, containing dehalobacter (TCA/MEAL culture Nov 2010 assembly with PE data)]"	1043.654545	752	371	0.818181818	1235.166667	998	823.496781	686.4190831	332	0.836363636	955.0100256	742.6065511	-0.305953256	0.325516346	630.0540149	521.0121617	237	0.709090909	816.462714	700.9452159	-0.570797656	0.327438955	574.9615797	421.317816	191	0.672727273	778.0663962	567.3974191	-0.590560659	0.326747402	1861.026914	1612.888152	1166	0.945454545	1954.278571	1640.093631	0.572755608	0.335911668	302.5906783	209.9303591	77	0.345454545	602.4809419	460.5857639	-1.454571886	0.337784351	2282.313469	1803.184502	2340	0.981818182	2320.703187	1830.040292	0.712499227	0.278917928	906.6449934	700.074152	504	0.872727273	1015.007339	775.2469431	-0.202472694	0.415610258
2107932524	">2107932524 DHTCA2\_00298500 reductive dehalogenase 3868..5523(-) [Groundwater dechlorinating microbial community from Kitchener, Ontario, containing dehalobacter (TCA/MEAL culture Nov 2010 assembly with PE data)]"	1064.236364	748	234	0.727272727	1404.4875	1044.25	856.6004117	613.5150739	226	0.690909091	1170.500817	987.216146	-0.313420624	0.342939417	680.2516684	504.3772204	208	0.654545455	967.3282798	823.4188684	-0.524769553	0.329770432	651.0932665	477.1389728	180	0.618181818	962.9637111	756.1033763	-0.558671872	0.411556693	1846.228946	1452.343689	775	0.927272727	1983.013268	1747.358254	0.537203583	0.363318463	387.5907728	203.5672879	76	0.4	791.6399976	456.5590743	-1.317111597	0.455025258	2327.341005	1656.548506	643	0.854545455	2694.901083	1922.55558	0.649611395	0.320803912	958.8445581	708.1487587	405	0.745454545	1230.317901	869.2143493	-0.164614622	0.392845229
2013897488	>2013897488 DCKB1\_110630 reductive dehalogenase 123920..125434(+) [Aquatic dechlorinating community (KB-1) (Sample 10166)]	9598.6	8709	717	0.86	11144.5814	9842	12702.2511	12547.22189	1093	0.9	14103.7156	12997.39698	0.138608748	0.342729257	12570.84416	11711.58097	1093	0.9	13957.34085	12036.71833	0.065677202	0.346296315	16894.57346	16639.88027	1093	0.9	18761.4461	18502.23032	0.38493524	0.448845418	13160.89149	13334.73198	1093	0.9	14611.64129	13740.75914	0.135733828	0.348022457	11835.27258	11904.72854	1422	0.92	12856.10239	12540.75944	0.024626342	0.40868012	10208.54775	8479.622946	1093	0.9	11331.61255	8726.532932	-0.193501691	0.426560692	12085.2232	11973.52653	1098	0.92	13130.54877	12599.71846	0.177989416	0.407871878
2013897169	>2013897169 DCKB1\_107470 reductive dehalogenase 32149..33621(-) [Aquatic dechlorinating community (KB-1) (Sample 10166)]	251.8673469	228	76	0.326530612	405	368.5	1045.186583	899.2212374	1421	0.959183673	1081.478802	938.2001594	1.347476747	0.222287482	1206.796741	1036.152286	1490	0.979591837	1228.778931	1046.046831	1.380329238	0.373296093	257.2926025	200.2781812	66	0.367346939	435.0290498	416.911916	-0.292787934	0.591898173	177.8543709	166.199954	4	0.081632653	352.2253764	352.5869491	-0.370331586	0.425374382	1191.120837	1003.77957	1490	0.979591837	1212.75081	1016.163098	1.434371217	0.329519493	141.5722552	102.1612503	6	0.081632653	366.6317815	368.9131679	-0.716158776	0.248036917	136.0746208	93.89110613	6	0.081632653	478.7870769	447.9104817	-0.870179854	0.249051716
