Gene	Annotation	Mean Probe Intensity Ev5L193 	Median Probe Intensity Ev5L193 	Bright Segment Length Dependent Score Ev5L193 	Bright Probe Fraction Ev5L193 	Mean Bright Probe Intensity Ev5L193 	Median Bright Probe Intensity Ev5L193 	Mean Probe Intensity Ev5L400 	Median Probe Intensity Ev5L400 	Bright Segment Length Dependent Score Ev5L400 	Bright Probe Fraction Ev5L400 	Mean Bright Probe Intensity Ev5L400 	Median Bright Probe Intensity Ev5L400 	 Ev5L400 / Ev5L193 Median	 Ev5L400 / Ev5L193  Median Absolute Deviation	Mean Probe Intensity Ev5L669 	Median Probe Intensity Ev5L669 	Bright Segment Length Dependent Score Ev5L669 	Bright Probe Fraction Ev5L669 	Mean Bright Probe Intensity Ev5L669 	Median Bright Probe Intensity Ev5L669 	 Ev5L669 / Ev5L193 Median	 Ev5L669 / Ev5L193  Median Absolute Deviation	Mean Probe Intensity Ev5L863 	Median Probe Intensity Ev5L863 	Bright Segment Length Dependent Score Ev5L863 	Bright Probe Fraction Ev5L863 	Mean Bright Probe Intensity Ev5L863 	Median Bright Probe Intensity Ev5L863 	 Ev5L863 / Ev5L193 Median	 Ev5L863 / Ev5L193  Median Absolute Deviation	Mean Probe Intensity Ev5L1104 	Median Probe Intensity Ev5L1104 	Bright Segment Length Dependent Score Ev5L1104 	Bright Probe Fraction Ev5L1104 	Mean Bright Probe Intensity Ev5L1104 	Median Bright Probe Intensity Ev5L1104 	 Ev5L1104 / Ev5L193 Median	 Ev5L1104 / Ev5L193  Median Absolute Deviation	Mean Probe Intensity Ev5L1283 	Median Probe Intensity Ev5L1283 	Bright Segment Length Dependent Score Ev5L1283 	Bright Probe Fraction Ev5L1283 	Mean Bright Probe Intensity Ev5L1283 	Median Bright Probe Intensity Ev5L1283 	 Ev5L1283 / Ev5L193 Median	 Ev5L1283 / Ev5L193  Median Absolute Deviation	Mean Probe Intensity Ev5L1635 	Median Probe Intensity Ev5L1635 	Bright Segment Length Dependent Score Ev5L1635 	Bright Probe Fraction Ev5L1635 	Mean Bright Probe Intensity Ev5L1635 	Median Bright Probe Intensity Ev5L1635 	 Ev5L1635 / Ev5L193 Median	 Ev5L1635 / Ev5L193  Median Absolute Deviation	Mean Probe Intensity Ev5L1799 	Median Probe Intensity Ev5L1799 	Bright Segment Length Dependent Score Ev5L1799 	Bright Probe Fraction Ev5L1799 	Mean Bright Probe Intensity Ev5L1799 	Median Bright Probe Intensity Ev5L1799 	 Ev5L1799 / Ev5L193 Median	 Ev5L1799 / Ev5L193  Median Absolute Deviation
ABQ16712.1	ABQ16712.1 reductive dehalogenase [Dehalococcoides sp. BAV1].	2864.970588	1579	1082	0.941176471	3018.520833	1714	931.5195524	551.9757557	152	0.549019608	1438.268822	928.9734601	-1.064042473	0.643783663	1225.195594	1072.807024	1026	0.941176471	1278.455124	1113.767212	-0.2895816	0.542451126	1502.954768	1187.500131	1268	0.980392157	1525.740373	1227.042223	-0.200402607	0.667088105	1156.280807	898.2702537	443	0.803921569	1346.730487	974.2568958	-0.600658933	0.688567145	1371.669914	1118.502652	1026	0.941176471	1432.590534	1177.90355	-0.236458959	0.571617301	2376.225149	2357.212124	2601	1	2376.225149	2357.212124	0.378922835	0.835132406	6509.006954	5932.507076	2601	1	6509.006954	5932.507076	1.21470993	1.047507778
ACZ62415.1	ACZ62415.1 reductive dehalogenase [Dehalococcoides sp. VS].	3924.367347	2766	1054	0.93877551	4165.619565	2939	4719.544983	3323.626755	955	0.87755102	5333.786033	3926.973113	-0.07443574	0.430357043	4519.333393	3278.001914	1177	0.959183673	4702.715126	3620.299461	0.324659707	0.332320338	4630.653408	3002.795941	1177	0.959183673	4818.922744	3056.914615	0.237797485	0.361370139	4350.818116	2714.988689	1054	0.93877551	4616.375117	3143.624904	0.079016139	0.304243577	3627.958584	2466.545379	1177	0.959183673	3775.322918	2545.711855	0.063999517	0.415804464	5482.363287	3886.35498	1280	0.979591837	5590.442683	4024.462765	0.484637068	0.437135948	5403.281388	4638.377619	957	0.959183673	5621.280038	4881.161854	0.398673189	0.672831995
ABB89703.1	ABB89703.1 trichloroethene reductive dehalogenase [Dehalococcoides sp. FMC-TCE].	1800.672727	1451	1659	0.927272727	1918.784314	1625.5	2022.226664	1376.077903	817	0.854545455	2314.156381	1646.911202	-0.090499143	0.321070901	1513.375908	1272.885581	1562	0.872727273	1685.004828	1453.829109	-0.14894296	0.187669053	1791.303489	1492.704599	824	0.909090909	1938.642082	1694.255867	0.068835568	0.222790614	1988.675094	1615.359122	1559	0.854545455	2265.281055	1944.616025	0.025915899	0.242171661	1851.964757	1117.035852	835	0.854545455	2109.663671	1279.19851	-0.212642494	0.268748728	5899.866265	5279.831801	3025	1	5899.866265	5279.831801	1.37188588	0.48620024	4249.927837	4251.095076	3025	1	4249.927837	4251.095076	1.093858899	0.682284248
AAQ94119.1	AAQ94119.1 vinyl chloride reductase precursor [bacterium VS].	1234.423077	962.25	1480	0.923076923	1307.0625	984.5	877.477971	487.3159063	186	0.5	1428.949907	753.2512098	-0.649306222	0.295377	1401.206671	1172.297162	1874	0.961538462	1443.718541	1206.495081	0.19964345	0.086698222	1313.883114	1209.195652	1869	0.942307692	1377.685523	1246.263843	0.241093781	0.178511141	786.0475015	502.4426743	128	0.5	1204.3036	762.9160363	-0.669146289	0.177986936	1351.272751	1153.308722	2313	0.980769231	1374.001174	1161.000514	0.215852316	0.160576113	4135.074852	3978.952019	2704	1	4135.074852	3978.952019	1.504642117	0.321060542	7863.088733	8249.917189	2704	1	7863.088733	8249.917189	2.176970225	0.584656764
ADR00316.1	ADR00316.1 TceA protein [Dehalococcoides sp. enrichment culture SL2 clone SL2-DCE-G1].	1686.791667	1541.5	370	0.916666667	1800.454545	1592.5	1477.979221	1199.84123	370	0.916666667	1584.220096	1227.806836	-0.214191489	0.098765702	1429.314443	1235.315518	370	0.916666667	1520.723341	1239.891911	-0.135999411	0.120655224	1503.567573	1354.901627	576	1	1503.567573	1354.901627	-0.057428794	0.210889582	1826.062286	1675.7274	370	0.916666667	1957.139213	1781.692691	0.055678593	0.17582714	1446.22868	1107.302967	370	0.916666667	1545.417782	1191.525793	-0.22878629	0.247054943	5271.323799	5107.964817	576	1	5271.323799	5107.964817	1.150785888	0.258281274	4155.444778	3758.512394	576	1	4155.444778	3758.512394	1.00594984	0.526142125
ADR80137.1	ADR80137.1 putative reductive dehalogenase [uncultured Dehalococcoides sp.].	1907.583333	1658.5	160	0.888888889	2121.40625	1667.25	1654.43773	1313.37328	104	0.666666667	2350.119509	2605.433879	-0.378325025	0.493102069	1381.148954	1240.56981	160	0.888888889	1528.743998	1370.683093	-0.19074718	0.23892942	1281.365988	1226.119833	137	0.833333333	1485.899454	1381.640814	-0.232294519	0.230431869	1440.128236	1456.906654	130	0.777777778	1787.456732	1730.820218	-0.247787619	0.47824441	1579.501788	1682.465246	130	0.777777778	1943.362308	1803.063465	-0.25260912	0.201094789	2222.80745	2577.623814	185	0.944444444	2338.555397	2785.938539	0.291095387	0.460879407	4889.245109	5509.135407	185	0.944444444	5151.559217	5671.841255	1.14602266	0.653697213
2013897488	>2013897488 DCKB1\_110630 reductive dehalogenase 123920..125434(+) [Aquatic dechlorinating community (KB-1) (Sample 10166)]	1686.53	1561.25	1534	0.88	1887.306818	1741.25	2035.731003	1776.003995	1354	0.92	2190.281465	1993.814544	0.130950632	0.322109073	2652.210826	2377.183556	1620	0.92	2864.79386	2462.059435	0.377562482	0.480450811	3085.349047	2835.771968	1620	0.92	3335.033931	2875.281378	0.474594537	0.443573966	2721.304562	2443.428486	1620	0.92	2943.976807	2567.541102	0.333161103	0.331068022	3194.906792	2633.480138	1620	0.92	3460.201844	2701.799225	0.387338796	0.399016398	5408.233608	5601.20912	1620	0.92	5864.113573	5630.496631	1.137642949	0.510118277	6054.452989	6205.729727	1625	0.94	6433.715266	6365.477579	1.160096645	0.57427358
ACZ62419.1	ACZ62419.1 reductive dehalogenase [Dehalococcoides sp. VS].	1657.656863	953.5	858	0.862745098	1870.534091	1093	1075.36915	654.4519562	570	0.666666667	1448.247588	942.7960982	-0.37622619	0.219604048	1593.840368	1335.604814	1149	0.960784314	1645.980996	1374.167597	0.365206733	0.241710292	1658.613836	1421.273632	1112	0.941176471	1738.823361	1547.031368	0.390412956	0.250574593	1176.364759	979.0238622	907	0.882352941	1294.837409	1016.019517	-0.130929256	0.247893339	1253.592955	987.7455603	909	0.882352941	1373.327353	1085.760791	0.061205782	0.19208191	2641.169036	2419.410695	2601	1	2641.169036	2419.410695	0.989133285	0.522224183	6059.814027	6016.656487	1762	0.980392157	6172.97228	6031.86404	1.785984261	0.763022049
ACZ62459.1	ACZ62459.1 reductive dehalogenase [Dehalococcoides sp. VS].	2690.896226	1646.5	799	0.849056604	3119.044444	1881.5	4732.022187	1965.454409	527	0.811320755	5763.841478	2234.210177	-0.060712808	0.380659315	4241.801885	1860.248457	1169	0.962264151	4397.41668	1917.665341	0.223671605	0.335689922	4301.118535	2398.458565	918	0.943396226	4545.245405	2466.239522	0.504989079	0.418044319	5284.631612	1433.705827	799	0.849056604	6167.796656	1834.376178	0.077073586	0.214271214	4296.872412	1590.513591	2219	0.962264151	4457.347095	1698.344543	0.113152035	0.266673204	6329.915285	3434.322562	2410	0.981132075	6450.651257	3489.527471	0.762665428	0.396452549	6629.457195	4305.413269	2410	0.981132075	6755.884782	4309.557774	0.906545345	0.616573742
BAF34982.1	BAF34982.1 trichloroethene reductive dehalogenase [uncultured Dehalococcoides sp.].	1412.148148	1208.5	615	0.833333333	1641.844444	1298	1648.560895	1095.922395	278	0.703703704	2228.148512	1489.796136	-0.169769679	0.23872303	1207.545906	1130.706279	312	0.740740741	1521.327701	1255.534983	-0.152343719	0.156993838	1473.64329	1295.054785	725	0.833333333	1720.807471	1505.235627	0.103497459	0.1745057	1584.611242	1235.966112	530	0.740740741	2030.022918	1547.700833	-0.059358043	0.234694823	1607.881254	977.3621444	529	0.722222222	2120.860912	1314.002864	-0.170056144	0.330439159	4754.166359	4779.318697	939	0.944444444	5029.345299	5002.530968	1.374753721	0.496512972	3823.421553	3834.41404	939	0.944444444	4043.888625	3895.918024	1.173861373	0.511379706
AAF73916.1	AAF73916.1 trichloroethene reductive dehalogenase [Dehalococcoides ethenogenes].	1421.318182	1334	687	0.781818182	1732.406977	1476	1422.17357	1064.848165	590	0.763636364	1785.792779	1429.919186	-0.134755459	0.30349194	1124.839881	1195.447669	690	0.8	1343.051591	1323.320725	-0.190651164	0.176451132	1448.341908	1392.636019	725	0.854545455	1652.657925	1538.130845	0.077850151	0.212640369	1490.950058	1365.274181	687	0.781818182	1827.947185	1552.313288	0.021112205	0.206052728	1412.871982	972.572582	674	0.763636364	1774.391111	1223.560621	-0.192425004	0.227561183	4818.367432	4916.615738	974	0.945454545	5086.518067	4971.606599	1.360036689	0.46191075	3693.918433	3910.486902	974	0.945454545	3900.140967	4017.939176	1.126555448	0.688874278
BAJ06127.1	BAJ06127.1 trichloroethene reductive dehalogenase [uncultured Dehalococcoides sp.].	1164.886364	907.5	90	0.727272727	1484.5	1247.75	1560.983372	916.497414	89	0.681818182	2165.172271	1821.241058	0.006154134	0.300318381	1018.096386	900.4641311	102	0.727272727	1309.409106	1124.462475	-0.157494169	0.211225402	1334.09753	1185.553502	107	0.772727273	1626.77896	1299.679776	0.183199261	0.243433553	1225.924284	837.2982367	102	0.727272727	1596.131669	1021.470148	-0.192020079	0.272581537	1485.697353	709.043639	102	0.727272727	1955.324802	892.9935144	-0.228905033	0.215448888	4671.104404	4984.515636	484	1	4671.104404	4984.515636	1.729788302	0.59174658	3568.313048	3692.749276	484	1	3568.313048	3692.749276	1.546794666	0.505365107
ABQ16710.1	ABQ16710.1 reductive dehalogenase [Dehalococcoides sp. BAV1].	829.0729167	572.5	120	0.541666667	1251.173077	741.5	536.091538	231.6284222	19	0.145833333	2371.708348	2365.060943	-0.762010874	0.237247132	580.6444403	514.4492956	95	0.520833333	802.5268488	747.4647667	-0.022626176	0.243470035	951.9878875	946.7551595	553	0.8125	1097.737617	996.3017771	0.491955819	0.274048932	662.013032	394.4181249	78	0.375	1272.741134	840.2550866	-0.267595851	0.33664332	706.071605	604.6788529	262	0.666666667	901.0876299	738.3775057	0.11484368	0.271937535	2952.736164	3025.487921	2304	1	2952.736164	3025.487921	1.75641163	0.337643203	9305.992149	9219.585469	2304	1	9305.992149	9219.585469	2.874582822	0.553067418
AAW39843.1	"AAW39843.1 reductive dehalogenase, putative [Dehalococcoides ethenogenes 195]."	537.2843137	459	74	0.470588235	787.6875	717	710.907419	365.6035106	73	0.411764706	1372.17998	956.8970369	-0.303133862	0.439136735	492.6287994	405.6183717	70	0.392156863	819.4966086	775.3804003	-0.127617002	0.335215904	574.6183978	397.097454	78	0.392156863	1003.389051	776.0882677	-0.074768651	0.333801298	654.3014273	482.3233025	369	0.490196078	1062.017938	874.1665648	-0.048259043	0.613468874	495.3301378	388.7933299	64	0.352941176	883.2851048	741.1424693	-0.129550992	0.308128937	10090.55048	10293.48807	1258	0.980392157	10291.16773	10383.27615	2.970008074	0.388970781	3910.41171	4175.329941	971	0.960784314	4061.203725	4176.033321	2.068850623	0.491509177
